epoch,train_loss,val_loss,val_iou,val_angle,val_success
1,25.68673809263036,23.068162206876075,0.14545391831711427,84.30632372405346,0.07156308851224105
2,22.29528472002815,22.223877059088814,0.20582253416175228,72.70169976157209,0.062146892655367235
3,21.124468704625937,21.755023264840048,0.17974293621260531,78.7460972090899,0.08286252354048965
4,20.25154661363171,21.83273511349576,0.14346728427289884,78.71975560743832,0.06601941747572816
5,19.95974876202657,21.697236887254732,0.13888400158170747,75.95863681369357,0.0583804143126177
6,19.175641022159557,21.282121067442237,0.13440507694018014,71.9307615483099,0.06779661016949153
7,18.783162918669902,19.372605381197143,0.24105149445231758,72.91976256162218,0.1553398058252427
8,18.76338681797523,19.149579998239062,0.25637768203862704,73.02399294838843,0.1544256120527307
9,18.44381642929743,19.186420886956373,0.2382134339759276,72.83685976371025,0.16310679611650486
10,18.0077405600213,19.576242684855046,0.18004692242480522,71.69389208080699,0.1087378640776699
1,27.71511239075524,21.48078730595763,0.247983648944135,77.19708134494932,0.12994350282485875
2,22.249217918294658,23.150240580240887,0.11922215447237094,78.39151929147724,0.03766478342749529
3,21.780804376985103,24.248517645280913,0.051579174371844304,78.2437872733998,0.02071563088512241
4,20.728388748599986,20.66350469212074,0.2521406846814619,76.06853373665818,0.1431261770244821
5,19.921404105662393,21.129861045018426,0.2677998976007459,79.66095089508315,0.12052730696798493
6,19.861431561845396,20.808948075030482,0.26306458795473836,76.53676676480784,0.12429378531073447
7,18.927508855454157,22.738961368855335,0.0826294024323347,76.8211084741208,0.013182674199623353
8,18.634910638200164,18.62319712809475,0.3175272526837494,70.21552444088033,0.21468926553672316
9,18.31178425928221,20.187039664460666,0.27374202095046185,76.82923618862634,0.15630885122410546
10,17.706797630556167,18.722224776129714,0.3244489413473243,71.18606143460211,0.2278719397363465
1,27.71511239075524,21.48078730595763,0.247983648944135,77.19708134494932,0.12994350282485875
2,22.249217918294658,23.150240580240887,0.11922215447237094,78.39151929147724,0.03766478342749529
3,21.780804376985103,24.248517645280913,0.051579174371844304,78.2437872733998,0.02071563088512241
4,20.728388748599986,20.66350469212074,0.2521406846814619,76.06853373665818,0.1431261770244821
5,19.921404105662393,21.129861045018426,0.2677998976007459,79.66095089508315,0.12052730696798493
6,19.861431561845396,20.808948075030482,0.26306458795473836,76.53676676480784,0.12429378531073447
7,18.927508855454157,22.738961368855335,0.0826294024323347,76.8211084741208,0.013182674199623353
8,18.634910638200164,18.62319712809475,0.3175272526837494,70.21552444088033,0.21468926553672316
9,18.31178425928221,20.187039664460666,0.27374202095046185,76.82923618862634,0.15630885122410546
10,17.706797630556167,18.722224776129714,0.3244489413473243,71.18606143460211,0.2278719397363465
1,27.71511239075524,21.48078730595763,0.247983648944135,77.19708134494932,0.12994350282485875
2,22.249217918294658,23.150240580240887,0.11922215447237094,78.39151929147724,0.03766478342749529
3,21.780804376985103,24.248517645280913,0.051579174371844304,78.2437872733998,0.02071563088512241
4,20.728388748599986,20.66350469212074,0.2521406846814619,76.06853373665818,0.1431261770244821
5,19.921404105662393,21.129861045018426,0.2677998976007459,79.66095089508315,0.12052730696798493
6,19.861431561845396,20.808948075030482,0.26306458795473836,76.53676676480784,0.12429378531073447
7,18.927508855454157,22.738961368855335,0.0826294024323347,76.8211084741208,0.013182674199623353
8,18.634910638200164,18.62319712809475,0.3175272526837494,70.21552444088033,0.21468926553672316
9,18.31178425928221,20.187039664460666,0.27374202095046185,76.82923618862634,0.15630885122410546
10,17.706797630556167,18.722224776129714,0.3244489413473243,71.18606143460211,0.2278719397363465
1,27.71511239075524,21.48078730595763,0.24798365087743773,77.19708134494932,0.12994350282485875
2,22.249217918294658,23.150240580240887,0.11922215436474415,78.39151929147724,0.03766478342749529
3,21.780804376985103,24.248517645280913,0.05157917209970135,78.2437872733998,0.02071563088512241
4,20.728388748599986,20.66350469212074,0.25214068219994057,76.06853373665818,0.1431261770244821
5,19.921404105662393,21.129861045018426,0.2677999008807829,79.66095089508315,0.12052730696798493
6,19.861431561845396,20.808948075030482,0.26306458890398593,76.53676676480784,0.12429378531073447
