epoch,train_loss,val_loss,val_iou,val_angle,val_success
1,27.06731897918069,24.579277483981432,0.04486956230191286,77.55057371538237,0.007532956685499058
2,21.98758760484844,23.417369524020593,0.11214875154663234,82.41560946158992,0.04271844660194175
3,21.43049077094171,21.470988675460074,0.18093652823634837,78.66567991127089,0.08349514563106795
4,19.944045510444713,21.246087124278244,0.15595043193309996,75.8514300911172,0.06601941747572816
5,18.763521722481077,20.24135618694758,0.1789662643345761,73.52017795029333,0.09227871939736347
6,19.11885591460262,19.72210403844686,0.2371206592249121,71.12064129709076,0.14124293785310735
7,18.431457738347536,18.770075744154763,0.26077812539222894,71.6626217306895,0.17702448210922786
8,18.886006860172046,19.383346474103334,0.24451661023747054,71.95066761207221,0.1751412429378531
9,18.152438032649556,19.863681582108285,0.22081885828546619,75.34518400951497,0.14951456310679612
10,18.124631700318186,19.102079775822812,0.20844556928400884,70.51512485035396,0.14500941619585686
1,31.665930726853027,23.121841430664062,0.0940857548305373,74.38382529886879,0.013182674199623353
2,21.53571011085996,21.237345977467108,0.2434536494052765,77.19576073658219,0.14124293785310735
3,21.559401307562396,22.27822026110863,0.19046041704370614,81.00636208315578,0.09227871939736347
4,21.1612963615752,21.28793569877323,0.21899155248075464,75.9822393903849,0.10546139359698682
5,20.355076252542986,25.68216650723962,0.039232573689015914,77.11624875715223,0.005649717514124294
6,19.90897543752941,20.477159819809504,0.27730675262118126,76.95254856011289,0.12994350282485875
7,19.264889617732873,20.529749214761452,0.1639718171697447,74.61371681357957,0.07721280602636535
8,19.077268068996144,19.865058370902712,0.19954952525779857,71.80007548228944,0.11864406779661017
9,18.685836044700007,19.94578271711389,0.24516320352624554,72.16958524592627,0.1431261770244821
10,18.45498084032777,21.2179181661085,0.14067276859156486,73.56876792246564,0.062146892655367235
1,31.665930726853027,23.121841430664062,0.0940857548305373,74.38382529886879,0.013182674199623353
2,21.53571011085996,21.237345977467108,0.2434536494052765,77.19576073658219,0.14124293785310735
3,21.559401307562396,22.27822026110863,0.19046041704370614,81.00636208315578,0.09227871939736347
4,21.1612963615752,21.28793569877323,0.21899155248075464,75.9822393903849,0.10546139359698682
5,20.355076252542986,25.68216650723962,0.039232573689015914,77.11624875715223,0.005649717514124294
6,19.90897543752941,20.477159819809504,0.27730675262118126,76.95254856011289,0.12994350282485875
7,19.264889617732873,20.529749214761452,0.1639718171697447,74.61371681357957,0.07721280602636535
8,19.077268068996144,19.865058370902712,0.19954952525779857,71.80007548228944,0.11864406779661017
9,18.685836044700007,19.94578271711389,0.24516320352624554,72.16958524592627,0.1431261770244821
10,18.45498084032777,21.2179181661085,0.14067276859156486,73.56876792246564,0.062146892655367235
